"success","message","source","destination","amount"
"true","","acc_6x8bnaYqwgtQz","acc_JpDKUN4jmwYB9","4.60"
"true","","acc_rMCLCGY9ini6f","acc_ncPUV3pBkmF3g","1.23"
"true","","acc_FEyye7XjRhzDW","acc_fTLC4hTdPVBTF","6.74"
"true","","acc_FEyye7XjRhzDW","acc_RXcXaBcnCXJbn","1.54"
"true","","acc_FEyye7XjRhzDW","acc_UQpDmkJgDP3AP","1.40"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_FEyye7XjRhzDW","acc_QMiJ9TKjrNfDA","3.30"
"true","","acc_6x8bnaYqwgtQz","acc_YgTVhHAGzhzTi","3.32"
"true","","acc_t3AW6UXUVmmcf","acc_n9MRrUFhfaEcB","5.06"
"true","","acc_rMCLCGY9ini6f","acc_DYXHKUpbkY66t","2.23"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_qgBPHNUAGNUYK","4.15"
"true","","acc_FEyye7XjRhzDW","acc_GrLDWLfjQY4Pa","5.52"
"true","","acc_rMCLCGY9ini6f","acc_BeHGjrKzAhYYD","6.11"
"true","","acc_rMCLCGY9ini6f","acc_NK3YMfJpUFKA6","6.49"
"true","","acc_FEyye7XjRhzDW","acc_ndEPamL93wxgx","7.13"
"true","","acc_FEyye7XjRhzDW","acc_gHgngqaaMGdXa","6.73"
"true","","acc_FEyye7XjRhzDW","acc_ANBznpL8PUwAc","4.30"
"true","","acc_FEyye7XjRhzDW","acc_hUmnDbK9JNU3c","5.91"
"true","","acc_R63rTqGaHYhT8","acc_mtw9AhMPnRwmY","10.89"
"true","","acc_6x8bnaYqwgtQz","acc_dmzNahHFaVM4V","7.48"
"true","","acc_t3AW6UXUVmmcf","acc_bAmRRaTMYPqbH","2.04"
"true","","acc_FEyye7XjRhzDW","acc_JTz869Vw7LkrY","7.38"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_6x8bnaYqwgtQz","acc_tKg6Mi3HFEN39","5.96"
"true","","acc_R63rTqGaHYhT8","acc_CzPbfj8HJ6rBC","8.71"
"true","","acc_R63rTqGaHYhT8","acc_XHK7N3UK9w898","2.13"
"true","","acc_t3AW6UXUVmmcf","acc_gLJikaqqk3aBn","6.73"
"true","","acc_R63rTqGaHYhT8","acc_fbhAK4D9TpNeR","9.89"
"true","","acc_rMCLCGY9ini6f","acc_HbHJd9FNm6zPX","4.89"
"true","","acc_6x8bnaYqwgtQz","acc_cjqWxEMhnnPza","5.15"
"true","","acc_rMCLCGY9ini6f","acc_fBUzbGhQxeE4V","10.41"
"true","","acc_FEyye7XjRhzDW","acc_3bzAMcBaTfTVh","9.32"
"true","","acc_FEyye7XjRhzDW","acc_Uc4cF33NNkXJf","10.57"
"true","","acc_6x8bnaYqwgtQz","acc_wXqGt6npWeAEU","1.76"
"true","","acc_R63rTqGaHYhT8","acc_c88MRNqarXqCM","8.05"
"true","","acc_R63rTqGaHYhT8","acc_nHQfbNRAtGd4t","3.18"
"true","","acc_FEyye7XjRhzDW","acc_qjWWV7nppyjFe","3.49"
"true","","acc_R63rTqGaHYhT8","acc_i3EeJXjrjJWjg","10.47"
"true","","acc_FEyye7XjRhzDW","acc_dJwTLpck7FDB7","4.22"
"true","","acc_6x8bnaYqwgtQz","acc_NaJQVcNyKFUXy","3.75"
"true","","acc_R63rTqGaHYhT8","acc_eBtpqBeWNgX7L","1.99"
"true","","acc_R63rTqGaHYhT8","acc_hx68JPj7EbT3K","3.75"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_QpzBzn78NGfig","5.43"
"true","","acc_6x8bnaYqwgtQz","acc_7KMgwcW8f6x3A","8.54"
"true","","acc_rMCLCGY9ini6f","acc_pBV7TLqbDYn3d","2.26"
"true","","acc_FEyye7XjRhzDW","acc_XEKHWVn33Cyn8","7.11"
"true","","acc_FEyye7XjRhzDW","acc_hxK4akUWAnm9D","5.98"
"true","","acc_FEyye7XjRhzDW","acc_M3rNxgJGtBQNf","2.52"
"true","","acc_rMCLCGY9ini6f","acc_b8J6LVj6ACaVi","6.29"
"true","","acc_FEyye7XjRhzDW","acc_fptUkqyXj4wCd","1.44"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_fenBV87Przfew","6.11"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_XAVmdmipLEJWU","6.69"
"true","","acc_6x8bnaYqwgtQz","acc_EEAMR3XaTXqLe","5.63"
"true","","acc_rMCLCGY9ini6f","acc_B3dWX8Eigz8tf","10.88"
"true","","acc_R63rTqGaHYhT8","acc_aj4BXH7eXLdCb","4.15"
"true","","acc_6x8bnaYqwgtQz","acc_qCdHn3BAUrmD4","4.87"
"true","","acc_t3AW6UXUVmmcf","acc_qfMtNkRB4NTFN","1.49"
"true","","acc_t3AW6UXUVmmcf","acc_eG6AL3gP7dcdx","4.01"
"true","","acc_t3AW6UXUVmmcf","acc_wcdLLCPRMbYpJ","2.01"
"true","","acc_R63rTqGaHYhT8","acc_f9F8wHi63TPhz","2.82"
"true","","acc_FEyye7XjRhzDW","acc_PQ8UEExJwpVDB","8.62"
"true","","acc_t3AW6UXUVmmcf","acc_3ghCGwQL6LLKU","9.79"
"true","","acc_FEyye7XjRhzDW","acc_QbD6UBexkQQrH","5.07"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_cwaaAhPKHhjtL","9.62"
"true","","acc_t3AW6UXUVmmcf","acc_Y49t3XMPhYiC8","6.66"
"true","","acc_R63rTqGaHYhT8","acc_pXzCeWtUN8UNY","1.52"
"true","","acc_FEyye7XjRhzDW","acc_a977kUPT4aVQW","7.14"
"true","","acc_R63rTqGaHYhT8","acc_xAK6z7r4YPyDn","3.70"
"true","","acc_6x8bnaYqwgtQz","acc_jUfPwP93Cf6Kg","8.08"
"true","","acc_R63rTqGaHYhT8","acc_gdE7AFFJFHrjF","2.42"
"true","","acc_t3AW6UXUVmmcf","acc_erie7iLjWPThB","1.46"
"true","","acc_t3AW6UXUVmmcf","acc_nNhLVDMLAhgC8","6.26"
"true","","acc_rMCLCGY9ini6f","acc_yHz4e6RpWmtzd","7.50"
"true","","acc_FEyye7XjRhzDW","acc_KgtB3FTjgXgxP","1.85"
"true","","acc_FEyye7XjRhzDW","acc_A6zKGfEQRRxmx","8.42"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_6x8bnaYqwgtQz","acc_rWMfz3kgTKLcp","9.46"
"true","","acc_R63rTqGaHYhT8","acc_PXULhbknGnJAH","5.32"
"true","","acc_6x8bnaYqwgtQz","acc_dRHeaniVeGpPy","5.70"
"true","","acc_t3AW6UXUVmmcf","acc_nxmKXzUGgV8D7","4.12"
"true","","acc_t3AW6UXUVmmcf","acc_ewfAEbxzNBrjm","8.59"
"true","","acc_6x8bnaYqwgtQz","acc_k9kjGgrbYb7j9","1.59"
"true","","acc_t3AW6UXUVmmcf","acc_nxrA6e3fc7Pc7","10.87"
"true","","acc_rMCLCGY9ini6f","acc_wTPKR7jETDb3P","1.47"
"true","","acc_6x8bnaYqwgtQz","acc_WpAheKMwYG6nB","2.05"
"true","","acc_R63rTqGaHYhT8","acc_EkeYKVTyQTbr4","3.37"
"true","","acc_FEyye7XjRhzDW","acc_83CVK634DyRep","1.80"
"true","","acc_t3AW6UXUVmmcf","acc_TA3pgmnNwwwny","4.00"
"true","","acc_t3AW6UXUVmmcf","acc_en9KLeNiEJUGN","8.49"
"true","","acc_R63rTqGaHYhT8","acc_e9qFnEmDPykFF","1.09"
"true","","acc_FEyye7XjRhzDW","acc_kzKBPwNVbPTLV","9.47"
"true","","acc_rMCLCGY9ini6f","acc_fY4Y8ngF8X6bJ","2.63"
"true","","acc_R63rTqGaHYhT8","acc_6ChRC73njUwEC","4.85"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_n7WfpDRT8qNkr","1.67"
"true","","acc_R63rTqGaHYhT8","acc_zHVpJ3MW6x9MR","6.54"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_FKW7ArDJij6Ng","5.90"
"true","","acc_FEyye7XjRhzDW","acc_hJJHyytK4JeP7","7.33"
"true","","acc_6x8bnaYqwgtQz","acc_eX3b78tfGmEwg","2.04"
"true","","acc_6x8bnaYqwgtQz","acc_DmRrMdjGgMhjJ","6.39"
"true","","acc_R63rTqGaHYhT8","acc_DwCLBgPjFXtLb","4.33"
"true","","acc_t3AW6UXUVmmcf","acc_eYU6BUckkCU6m","5.30"
"true","","acc_6x8bnaYqwgtQz","acc_48LdTB9VX73Ee","2.68"
"true","","acc_rMCLCGY9ini6f","acc_wx7z97peWzCRP","1.70"
"true","","acc_FEyye7XjRhzDW","acc_CtGdRxkMbgwkV","4.41"
"true","","acc_FEyye7XjRhzDW","acc_az8bH8fK8yedc","1.39"
"true","","acc_R63rTqGaHYhT8","acc_yFtNyTGNjM6wR","8.09"
"true","","acc_FEyye7XjRhzDW","acc_9CFUfYaHJbd9d","10.08"
"true","","acc_FEyye7XjRhzDW","acc_NDTVDJTy7d69r","2.83"
"true","","acc_rMCLCGY9ini6f","acc_rt3jY7Fj8gyyN","2.67"
"true","","acc_6x8bnaYqwgtQz","acc_H3HyatAe7dyyN","4.17"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_XXqLzrRWiw8Rk","6.01"
"true","","acc_t3AW6UXUVmmcf","acc_wREfid4YUXgdb","6.77"
"true","","acc_t3AW6UXUVmmcf","acc_zwUKLBHW4Eh3J","3.58"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_FEyye7XjRhzDW","acc_8UiH7RHdmdaMq","8.11"
"true","","acc_t3AW6UXUVmmcf","acc_wgexYjFDGyK7r","9.78"
"true","","acc_t3AW6UXUVmmcf","acc_khNA7AMVJWcbG","2.41"
"true","","acc_rMCLCGY9ini6f","acc_TKemgACpeUHhT","8.42"
"true","","acc_FEyye7XjRhzDW","acc_NGtajBNTXhBdy","6.26"
"true","","acc_FEyye7XjRhzDW","acc_NiURhtnQtwG33","7.47"
"true","","acc_6x8bnaYqwgtQz","acc_wUmYAk89bCKCk","1.59"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_cjkdcNkrCn9p3","5.95"
"true","","acc_t3AW6UXUVmmcf","acc_FccFi66FLXBLR","3.27"
"true","","acc_FEyye7XjRhzDW","acc_ByJxrbimzgpDf","6.83"
"true","","acc_FEyye7XjRhzDW","acc_PhfAehrqMHBzV","4.11"
"true","","acc_6x8bnaYqwgtQz","acc_tHJm4wdpP4nAe","1.69"
"true","","acc_rMCLCGY9ini6f","acc_8RzKYxxbWFpJn","1.44"
"true","","acc_FEyye7XjRhzDW","acc_Tah8Epdg6rAUj","6.86"
"true","","acc_R63rTqGaHYhT8","acc_Gq4e9ai6QQg4Q","8.97"
"true","","acc_FEyye7XjRhzDW","acc_cf8g7NkkTPWAM","5.06"
"true","","acc_R63rTqGaHYhT8","acc_8e39yXwrBarrX","6.04"
"true","","acc_FEyye7XjRhzDW","acc_VQQwUD6MjR4jT","3.47"
"true","","acc_rMCLCGY9ini6f","acc_Vm8JgqCW7Aawp","10.77"
"true","","acc_t3AW6UXUVmmcf","acc_cDHqdTPQPPBRp","1.80"
"true","","acc_6x8bnaYqwgtQz","acc_ixfVhGEQQTTgt","4.91"
"true","","acc_R63rTqGaHYhT8","acc_NHPrfhHpCdrR6","4.48"
"true","","acc_rMCLCGY9ini6f","acc_HkNQGck6cFLHp","7.41"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_6x8bnaYqwgtQz","acc_p4LfVLY3rMfy3","10.34"
"true","","acc_rMCLCGY9ini6f","acc_HBDCNMYPqQT4g","9.20"
"true","","acc_R63rTqGaHYhT8","acc_hXYf3wJYeM3GP","6.77"
"true","","acc_R63rTqGaHYhT8","acc_kTUWkHrgyAiAL","2.64"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_69nt9nmNmhA3t","7.88"
"true","","acc_6x8bnaYqwgtQz","acc_7hQycqhxEYM8B","9.74"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_ChyHaAD7KHND7","8.96"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_6x8bnaYqwgtQz","acc_ftApNLLgX6ety","9.78"
"true","","acc_rMCLCGY9ini6f","acc_irQqG8KpdJ8m7","5.41"
"true","","acc_t3AW6UXUVmmcf","acc_HayMckPKtF46G","3.63"
"true","","acc_t3AW6UXUVmmcf","acc_nFHDiUHB7wKRq","10.40"
"true","","acc_t3AW6UXUVmmcf","acc_KmemHNPBkMLQa","1.18"
"true","","acc_FEyye7XjRhzDW","acc_6j3dQB9EWKqMm","5.01"
"true","","acc_rMCLCGY9ini6f","acc_aV8pfGPz7kE9g","3.93"
"true","","acc_FEyye7XjRhzDW","acc_4yhU8HdjzUB4D","3.82"
"true","","acc_rMCLCGY9ini6f","acc_DK3zfii4KjTrp","9.71"
"true","","acc_t3AW6UXUVmmcf","acc_rNtEkqiCbFK6V","2.43"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_dAtybYDnDy7mz","7.36"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_kjeteTWKARKPN","1.57"
"true","","acc_R63rTqGaHYhT8","acc_QHc3AQzf3QPrx","4.57"
"true","","acc_rMCLCGY9ini6f","acc_9GMMKTxptXbGG","4.52"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_9DbJBqLTTRe8g","4.84"
"true","","acc_rMCLCGY9ini6f","acc_Qf3a8e3Ack3nc","1.41"
"true","","acc_R63rTqGaHYhT8","acc_Xc8gz3Mhjzxqm","10.82"
"true","","acc_rMCLCGY9ini6f","acc_QHt9ntbzwXzCY","8.03"
"true","","acc_6x8bnaYqwgtQz","acc_aCyUBDRP96FCc","6.65"
"true","","acc_R63rTqGaHYhT8","acc_XtEiGtRcGNrRK","9.76"
"true","","acc_FEyye7XjRhzDW","acc_PVR4yA6PMU9RE","8.30"
"true","","acc_rMCLCGY9ini6f","acc_pf9wHaT8aNJ6L","10.04"
"true","","acc_rMCLCGY9ini6f","acc_Hx8qAXHXUUTDt","3.95"
"false","Field "destination" is required. Verify your request and try again.","","",""
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_CL3ttahYGxnph","6.66"
"true","","acc_R63rTqGaHYhT8","acc_DGHMEhE6cpMmj","10.77"
"true","","acc_6x8bnaYqwgtQz","acc_g8WkwqNa7MtJy","8.54"
"true","","acc_R63rTqGaHYhT8","acc_yYzhQW4rgxbdK","3.86"
"true","","acc_t3AW6UXUVmmcf","acc_pp8UViPEFEQdY","6.73"
"true","","acc_R63rTqGaHYhT8","acc_EY8HQRdCiwW8E","5.05"
"true","","acc_R63rTqGaHYhT8","acc_9XJJg6ViiUHmH","1.26"
"true","","acc_t3AW6UXUVmmcf","acc_LhQAyCyke33BJ","9.73"
"true","","acc_rMCLCGY9ini6f","acc_abRrdxAqtkFam","6.39"
"true","","acc_t3AW6UXUVmmcf","acc_kYLeXJgfHTxYa","4.96"
"true","","acc_R63rTqGaHYhT8","acc_bxWYeNr6kq44B","6.55"
"true","","acc_FEyye7XjRhzDW","acc_7A8Wwxi4PaAEJ","7.20"
"true","","acc_rMCLCGY9ini6f","acc_pmDKhDkAXEraE","10.11"
"true","","acc_FEyye7XjRhzDW","acc_8fexkLjBrwYAj","1.03"
"true","","acc_FEyye7XjRhzDW","acc_k3QcghHYE4LYz","5.50"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_hYHk4cXKmaJFk","4.75"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_FEyye7XjRhzDW","acc_8J7YfVh6ehExB","3.83"
"true","","acc_t3AW6UXUVmmcf","acc_VjYeJnnLRPjyF","6.97"
"true","","acc_FEyye7XjRhzDW","acc_k4hLWQ786HRGJ","10.74"
"true","","acc_rMCLCGY9ini6f","acc_TLtnLWaWWr6hm","1.31"
"true","","acc_R63rTqGaHYhT8","acc_6LzL8KNG9yFJK","8.02"
"true","","acc_t3AW6UXUVmmcf","acc_aXxf6FHq9xBhQ","6.04"
"true","","acc_t3AW6UXUVmmcf","acc_LGhYwptJeC7tY","5.38"
"true","","acc_t3AW6UXUVmmcf","acc_K74cJtaYJQa6m","4.43"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_yWy7BVcTen9XY","4.66"
"true","","acc_6x8bnaYqwgtQz","acc_9RfAdAamwdbwx","3.82"
"true","","acc_R63rTqGaHYhT8","acc_hD7j74krjrURn","8.08"
"true","","acc_6x8bnaYqwgtQz","acc_xeBDHQqQF3Mph","3.95"
"true","","acc_rMCLCGY9ini6f","acc_fxedf98Pq8cJX","6.89"
"true","","acc_t3AW6UXUVmmcf","acc_ELbRNTihheaJj","7.63"
"true","","acc_rMCLCGY9ini6f","acc_ikRtrNpJ7NpH9","7.32"
"true","","acc_t3AW6UXUVmmcf","acc_MndVqxqtjqD7C","10.74"
"true","","acc_R63rTqGaHYhT8","acc_cDGCNrhUXN3rj","6.60"
"true","","acc_t3AW6UXUVmmcf","acc_YkMiGrNFjnFrH","8.52"
"true","","acc_t3AW6UXUVmmcf","acc_MC84XhQT9EAqr","8.49"
"true","","acc_R63rTqGaHYhT8","acc_AtRk9n7hgWU9V","6.56"
"true","","acc_6x8bnaYqwgtQz","acc_niRRKWkpLKRmp","7.73"
"true","","acc_R63rTqGaHYhT8","acc_pXTkLTaPWLU6A","10.04"
"true","","acc_6x8bnaYqwgtQz","acc_Hdx9et6WqBMWJ","4.37"
"true","","acc_FEyye7XjRhzDW","acc_LKQiRayktqhbR","3.74"
"true","","acc_R63rTqGaHYhT8","acc_MajtUcXgAr48h","8.80"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_MnNbrhVekhnyU","7.73"
"true","","acc_t3AW6UXUVmmcf","acc_E3eYYkRBH3nHQ","4.70"
"true","","acc_t3AW6UXUVmmcf","acc_P8ULX9797m3jT","7.78"
"true","","acc_6x8bnaYqwgtQz","acc_7W3LjYKh4EDCy","1.81"
"true","","acc_R63rTqGaHYhT8","acc_z4tecmpH4Qh3x","10.33"
"true","","acc_rMCLCGY9ini6f","acc_xTVUTn3bxXdgF","7.65"
"true","","acc_FEyye7XjRhzDW","acc_RCQpDwCChcAXc","10.22"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_FEyye7XjRhzDW","acc_n3L3C8Rh9G8mL","4.76"
"true","","acc_FEyye7XjRhzDW","acc_M6ECGBpVWbP3N","1.71"
"true","","acc_rMCLCGY9ini6f","acc_HNy3Rz8LNyjhq","1.69"
"true","","acc_6x8bnaYqwgtQz","acc_jDYKmGwQFjaLb","5.46"
"true","","acc_rMCLCGY9ini6f","acc_XdbpTLCQYTNfM","7.70"
"true","","acc_FEyye7XjRhzDW","acc_KeBHgY3qtkVPq","2.20"
"true","","acc_t3AW6UXUVmmcf","acc_aQJwTkcWVAUmD","7.59"
"true","","acc_t3AW6UXUVmmcf","acc_UGFJb9idfpymQ","1.10"
"true","","acc_6x8bnaYqwgtQz","acc_qYQ88UPaPmHFp","1.14"
"true","","acc_6x8bnaYqwgtQz","acc_3T7MGAqkpBFWd","5.39"
"true","","acc_t3AW6UXUVmmcf","acc_E6LcLab9qYyD7","6.56"
"true","","acc_t3AW6UXUVmmcf","acc_kmEdX9FirrDej","2.59"
"true","","acc_6x8bnaYqwgtQz","acc_PHx7An4j9PXik","2.85"
"true","","acc_rMCLCGY9ini6f","acc_3wCMAtNwBU8w8","4.09"
"true","","acc_R63rTqGaHYhT8","acc_fn3wyLLp3KaMd","10.54"
"true","","acc_FEyye7XjRhzDW","acc_PHJLPKaQMQTdh","3.31"
"true","","acc_6x8bnaYqwgtQz","acc_3p9TBnzNY6Rhb","1.85"
"true","","acc_6x8bnaYqwgtQz","acc_wHYQFbrDNTLDD","1.65"
"true","","acc_R63rTqGaHYhT8","acc_LWNd67i4xDPn7","10.33"
"true","","acc_R63rTqGaHYhT8","acc_xiDxpzJyKfXwY","2.62"
"true","","acc_t3AW6UXUVmmcf","acc_cKGinQcxH3jnG","2.20"
"true","","acc_6x8bnaYqwgtQz","acc_8TPzthjUUjiPa","6.94"
"true","","acc_t3AW6UXUVmmcf","acc_Tr4dgqMqRwYUU","10.11"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_j4ed8jTLDgLHP","8.86"
"true","","acc_FEyye7XjRhzDW","acc_iJGpJnMU8UjTW","10.35"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_6x8bnaYqwgtQz","acc_jghxVEge94DqQ","10.79"
"true","","acc_6x8bnaYqwgtQz","acc_67TWUK7AL3XXr","2.04"
"true","","acc_t3AW6UXUVmmcf","acc_iGQpG3UK7cLMe","3.16"
"true","","acc_FEyye7XjRhzDW","acc_VPd4g64yYMkTr","2.13"
"true","","acc_R63rTqGaHYhT8","acc_ey7pBLE8DbnDb","4.12"
"true","","acc_t3AW6UXUVmmcf","acc_DdNyJBKKKNe9w","9.90"
"true","","acc_rMCLCGY9ini6f","acc_ekmwi3jnXMKFw","6.82"
"true","","acc_t3AW6UXUVmmcf","acc_P8EAi8yMk9Lph","6.16"
"true","","acc_6x8bnaYqwgtQz","acc_PfiVaDbbkpeYN","10.99"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_dtqQhjqzk4QjH","5.00"
"true","","acc_rMCLCGY9ini6f","acc_M49frtkhpg4gj","10.20"
"true","","acc_t3AW6UXUVmmcf","acc_dQ4NahWpBDL4X","9.98"
"true","","acc_t3AW6UXUVmmcf","acc_PJai6hqHxUMfg","6.15"
"true","","acc_rMCLCGY9ini6f","acc_8nMWU96iDrGUC","5.86"
"true","","acc_R63rTqGaHYhT8","acc_mjaDQcyxqzTBt","5.07"
"true","","acc_6x8bnaYqwgtQz","acc_wqRrXY7n8tN9Q","5.69"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_FEyye7XjRhzDW","acc_XXtb9xPGE4Hnf","10.24"
"true","","acc_R63rTqGaHYhT8","acc_rxfbUX76ywj6V","10.44"
"true","","acc_FEyye7XjRhzDW","acc_aeTaH7Wwwti6E","10.86"
"true","","acc_rMCLCGY9ini6f","acc_HzQcMmPctdwQH","4.62"
"true","","acc_FEyye7XjRhzDW","acc_kA7ayPyQhCDy8","10.20"
"true","","acc_6x8bnaYqwgtQz","acc_xA77fFUAq3rNf","10.01"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_z7cQMpcT6Jezd","6.33"
"true","","acc_t3AW6UXUVmmcf","acc_pWFB6CPbrQP9Q","5.94"
"true","","acc_FEyye7XjRhzDW","acc_8eBaz4Ti7QLwf","4.86"
"false","Field "destination" is required. Verify your request and try again.","","",""
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_rMCLCGY9ini6f","acc_EXXRqaGc8Ki3C","10.55"
"true","","acc_R63rTqGaHYhT8","acc_D4WMr6FBCEWgT","3.23"
"true","","acc_FEyye7XjRhzDW","acc_ka3cC3HKc6mCA","3.47"
"true","","acc_FEyye7XjRhzDW","acc_z8Xz3KaKgKNEf","3.49"
"true","","acc_t3AW6UXUVmmcf","acc_9gfwFbz4ggPiR","2.25"
"true","","acc_R63rTqGaHYhT8","acc_Tt7NkikwJnLYn","3.53"
"true","","acc_R63rTqGaHYhT8","acc_BqqDkAKAzUpjQ","1.75"
"true","","acc_R63rTqGaHYhT8","acc_VgiEpKiyNFJTe","1.85"
"true","","acc_t3AW6UXUVmmcf","acc_tikAyPfkzgiCr","3.48"
"true","","acc_FEyye7XjRhzDW","acc_KUgk46zp7AGh8","6.81"
"true","","acc_rMCLCGY9ini6f","acc_BFhBY96tq3eHh","4.63"
"false","Field "destination" is required. Verify your request and try again.","","",""
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_6x8bnaYqwgtQz","acc_MVeKRYcFMJNVN","9.98"
"true","","acc_R63rTqGaHYhT8","acc_8TFetWFbMHiQf","9.50"
"true","","acc_rMCLCGY9ini6f","acc_34Fgk4rhkwr4t","3.94"
"true","","acc_R63rTqGaHYhT8","acc_h3ngkqAJgMb4x","1.79"
"true","","acc_R63rTqGaHYhT8","acc_MBfJepcL3P8nb","2.74"
"true","","acc_FEyye7XjRhzDW","acc_hLq49UaUWkDhL","4.56"
"true","","acc_6x8bnaYqwgtQz","acc_kDiUbEXBYFztF","4.16"
"true","","acc_6x8bnaYqwgtQz","acc_47RzgMUnFcEiz","10.71"
"true","","acc_6x8bnaYqwgtQz","acc_U3hEThb8Hpfm8","7.80"
"true","","acc_R63rTqGaHYhT8","acc_LrpPpEU7kJV8F","8.29"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_aChcrNjGzEyaj","7.78"
"true","","acc_R63rTqGaHYhT8","acc_cA7GAHpWnJyqP","10.94"
"true","","acc_R63rTqGaHYhT8","acc_xL3EfPHeQXGLi","4.40"
"true","","acc_rMCLCGY9ini6f","acc_6XHcHcAF3EnFj","10.31"
"true","","acc_rMCLCGY9ini6f","acc_PmxYY69Vn3RxW","4.62"
"true","","acc_rMCLCGY9ini6f","acc_6PPgDGLKYAXTG","6.48"
"true","","acc_6x8bnaYqwgtQz","acc_HgBPtwFUmECHC","5.16"
"true","","acc_rMCLCGY9ini6f","acc_rqTKBeyFBRwmL","9.13"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_t3AW6UXUVmmcf","acc_nLXJbzEB9XNKf","3.98"
"true","","acc_R63rTqGaHYhT8","acc_XWqCDA8FmcGXb","1.84"
"true","","acc_R63rTqGaHYhT8","acc_E9ECVccBk6xFf","2.47"
"true","","acc_rMCLCGY9ini6f","acc_kUPW3LKkNU9dy","10.69"
"true","","acc_FEyye7XjRhzDW","acc_yJCpXbezT3zQH","10.49"
"true","","acc_FEyye7XjRhzDW","acc_mWDiKGrwaErMY","2.27"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_a3AnUpMMBhL6x","8.03"
"true","","acc_rMCLCGY9ini6f","acc_7CF6Xe4tDa7fr","10.57"
"true","","acc_R63rTqGaHYhT8","acc_7F3QRwer943qG","10.00"
"true","","acc_t3AW6UXUVmmcf","acc_MJeRaLzkEaeDC","6.12"
"false","Field "destination" is required. Verify your request and try again.","","",""
"true","","acc_R63rTqGaHYhT8","acc_NUgwfpCkxA6Km","7.34"
"true","","acc_6x8bnaYqwgtQz","acc_tUrdW69X87tnx","7.22"
"true","","acc_6x8bnaYqwgtQz","acc_mEexiiHKFiyhD","1.61"
"true","","acc_FEyye7XjRhzDW","acc_4RmDapigbMXdb","6.02"
"true","","acc_R63rTqGaHYhT8","acc_ciikMrexwdciz","10.09"
"true","","acc_R63rTqGaHYhT8","acc_gnac7kWKnbaeX","3.10"
"true","","acc_R63rTqGaHYhT8","acc_RX3RMxDXfGQme","1.42"
"true","","acc_6x8bnaYqwgtQz","acc_FXhJrWa4kq6z6","6.07"
